Id,CardName,Description,GuardianStar1,GuardianStar2,Level,CardType,Attribute,Attack,Defense,Password,StarchipCost,IsAngelWinged,IsBugrothian,IsMercuryMagicUser,IsDragon,IsElf,IsFeatherian,IsFemale,IsJar,IsKoumorian,IsMystElfian,IsPyro,IsTurtle,IsUsableBeast,NumSort,AbcSort,MaxSort,AtkSort,DefSort,TypSort,AISort
366,Labyrinth Wall,"Walls appear
on the field to form
a labyrinth with
no exit.",Uranus,Jupiter,5,Rock,Earth,0,3000,67284908,200,0,0,0,0,0,0,0,0,0,0,0,0,0,366,347,10,619,5,583,5
367,Jirai Gumo,"A monster spider
that dwells
under the earth.",Jupiter,Uranus,4,Insect,Earth,2200,100,94773007,80,0,0,0,0,0,0,0,0,0,0,0,0,0,367,313,59,48,618,384,19
368,Shadow Ghoul,"A dangerous zombie
that crawls
in the dark.",Moon,Pluto,5,Zombie,Dark,1600,1300,30778711,180,0,0,0,0,0,0,0,0,0,0,0,0,0,368,549,200,162,232,108,33
369,Wall Shadow,"An unusually fast
monster that sweeps
across walls to
attack its enemies.",Moon,Neptune,7,Warrior,Dark,1600,3000,63162310,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,369,670,9,149,4,188,5
370,Labyrinth Tank,"A tank that races
around a labyrinth
hunting down
its enemies.",Moon,Mercury,7,Machine,Dark,2400,2400,99551425,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,370,346,34,28,20,472,15
371,Sanga of the Thunder,"A golem that uses
lightning attacks
similar to the
Labyrinth Brothers.",Pluto,Mars,7,Thunder,Light,2600,2200,25955164,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,371,540,20,17,30,501,11
372,Kazejin,"A golem that
controls the winds
like the Labyrinth
Brothers.",Saturn,Mars,7,Spellcaster,Wind,2400,2200,62340868,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,372,329,36,29,31,55,15
373,Suijin,"A golem that uses
water attacks like
the Labyrinth
Brothers.",Neptune,Saturn,7,Aqua,Water,2500,2400,98434877,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,373,593,26,22,19,547,13
374,Gate Guardian,"Sanga, Kazejin, and
Suijin join to
form a single,
powerful monster.",Moon,Mars,11,Warrior,Dark,3750,3400,,,0,0,0,0,0,0,0,0,0,0,0,0,0,374,231,2,2,2,141,2
375,Dungeon Worm,"Hidden under
the floors of
a labyrinth,
it swallows any
who pass above.",Uranus,Moon,5,Insect,Earth,1800,1500,51228280,290,0,0,0,0,0,0,0,0,0,0,0,0,0,375,171,137,106,158,373,28
376,Monster Tamer,"A master of monsters
that exercises
control over several
creatures.",Jupiter,Pluto,5,Warrior,Earth,1800,1600,97612389,320,0,0,0,0,0,0,0,0,0,0,0,0,0,376,429,132,104,138,162,28
377,Ryu-kishin Powered,"Ryu-kishin enhanced
by the powers of
darkness. Very sharp
talons make it
a worthy opponent.",Moon,Jupiter,4,Fiend,Dark,1600,1200,24611934,160,0,0,0,0,0,0,0,0,0,0,0,0,0,377,535,206,168,267,321,33
378,Swordstalker,"A monster formed by
the vengeful souls
of those who passed
away in battle.",Moon,Saturn,6,Warrior,Dark,2000,1600,50005633,400,0,0,0,0,0,0,0,0,0,0,0,0,0,378,602,88,72,134,182,23
379,La Jinn the Mystical Genie,"A genie of the lamp
that's at the beck
and call of its
master.",Mercury,Saturn,4,Fiend,Dark,1800,1000,97590747,160,0,0,1,0,0,0,0,0,0,0,0,0,0,379,345,155,118,323,302,28
380,Blue-eyes Ultimate Dragon,"The ultimate dragon
formed by the fusion
of three Blue-eyes
White Dragons.",Sun,Venus,12,Dragon,Light,4500,3800,,,0,0,0,0,0,0,0,0,0,0,0,0,0,380,73,1,1,1,5,1
381,Toon Alligator,"An alligator monster
straight from
the cartoons.",Neptune,Mars,4,Reptile,Water,800,1600,59383041,120,0,1,0,0,0,0,0,0,0,0,0,0,0,381,638,213,445,147,425,33
382,Rude Kaiser,"With an axe in each
hand, this monster
delivers heavy
damage.",Uranus,Sun,5,Beast-Warrior,Earth,1800,1600,26378150,320,0,0,0,0,0,0,0,0,0,0,0,0,0,382,533,133,105,139,203,28
383,Parrot Dragon,"A dragon from the
cartoons that's more
dangerous than it
appears to be.",Saturn,Sun,5,Dragon,Wind,2000,1300,62762898,290,0,0,0,1,0,0,0,0,0,0,0,0,0,383,479,93,75,226,20,23
384,Dark Rabbit,"A cartoon rabbit
that quickly leaps
all over the place,
making it a
difficult target.",Moon,Uranus,4,Beast,Dark,1100,1500,99261403,120,0,0,0,0,0,0,0,0,1,0,0,0,0,384,138,241,333,181,212,36
385,Bickuribox,"A jack-in-the-box
that excels
in surprise attacks.",Moon,Neptune,7,Fiend,Dark,2300,2000,25655502,900,0,0,0,0,0,0,0,0,0,0,0,0,0,385,60,44,36,52,274,17
386,Harpie's Pet Dragon,"A favorite pet for
harpies, but a very
dangerous dragon.",Saturn,Moon,7,Dragon,Wind,2000,2500,52040216,999999,0,0,0,1,0,0,0,0,0,0,0,0,0,386,277,31,60,17,12,13
387,Mystic Lamp,"A lamp
used by wizards
to mix potions.",Mercury,Uranus,1,Spellcaster,Dark,400,300,98049915,15,0,0,1,0,0,0,0,0,0,0,0,0,0,387,449,598,590,596,69,58
388,Pendulum Machine,"A horrible torture
machine with a large
pendulum blade.",Mercury,Neptune,6,Machine,Dark,1750,2000,24433920,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,388,482,84,123,61,485,23
389,Giltia the D. Knight,"Armed with a
soul-searing spear,
this creature favors
magic attacks.",Sun,Mars,5,Warrior,Light,1850,1500,51828629,290,0,0,0,0,0,0,0,0,0,0,0,0,0,389,245,125,94,157,142,27
390,Launcher Spider,"A spider machine
that launches
explosive rockets
against its enemies.",Mars,Pluto,7,Machine,Fire,2200,2500,87322377,999999,0,0,0,0,0,0,0,0,0,0,1,0,0,390,354,28,41,15,473,13
391,Zoa,"A monster
whose full potential
can be achieved
when transformed
into its metal form.",Moon,Mercury,7,Fiend,Dark,2600,1900,24311372,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,391,720,22,19,74,339,11
392,Metalzoa,"A metallic Zoa
capable of
intensive attacks.",Moon,Mars,8,Machine,Dark,3000,2300,50705071,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,392,415,8,8,25,483,5
393,Zone Eater,"A sea creature that
swallows enemies and
slowly digests them.",Neptune,Sun,1,Aqua,Water,250,200,86100785,10,0,1,0,0,0,0,0,0,0,0,0,0,0,393,722,621,613,617,567,61
394,Steel Scorpion,"An iron-tailed
monster equipped
with very sharp
scissors.",Jupiter,Neptune,1,Machine,Earth,250,300,13599884,10,0,0,0,0,0,0,0,0,0,0,0,0,0,394,584,611,611,601,490,60
395,Dancing Elf,"An elf that dances
across the sky with
wings of razor-sharp
blades.",Jupiter,Sun,1,Fairy,Wind,300,200,59983499,10,1,0,0,0,1,0,1,0,0,1,0,0,0,395,125,612,605,613,341,60
396,Ocubeam,"Frightening in
appearance, this
creature uses its
large eyes and ears
to keep track
of any movement.",Saturn,Venus,5,Fairy,Light,1550,1650,86088138,260,1,0,0,0,0,0,0,0,0,0,0,0,0,396,469,184,177,132,355,31
397,Leghul,"Not a very powerful
monster despite its
large fangs and
spikes.",Jupiter,Moon,1,Insect,Earth,300,350,12472242,15,0,0,0,0,0,0,0,0,0,0,0,0,0,397,360,603,600,588,393,59
398,Ooguchi,"A monstrous bullfrog
with poison spikes.",Neptune,Moon,1,Aqua,Water,300,250,58861941,10,0,1,0,0,0,0,0,0,0,0,0,0,0,398,473,609,603,607,540,60
399,Swordsman from a Foreign Land,"An eastern warrior
armed with a cursed
sword.",Uranus,Venus,1,Warrior,Earth,250,250,85255550,10,0,0,0,0,0,0,0,0,0,0,0,0,0,399,601,620,612,609,181,61
400,Emperor of the Land and Sea,"A fire-breathing
reptilian monster.",Neptune,Venus,5,Reptile,Water,1800,1500,11250655,290,0,1,0,0,0,0,0,0,0,0,0,0,0,400,180,138,107,159,419,28
401,Ushi Oni,"A bull monster
resurrected by
the dark arts
that appears
from inside a jar.",Jupiter,Venus,6,Fiend,Dark,2150,1950,48649353,700,0,0,0,0,0,0,0,0,0,0,0,0,0,401,663,60,49,71,332,20
402,Monster Eye,"A servant that
maintains a close
watch on anything
and everything.
It throws up
a smokescreen
when discovered.",Moon,Jupiter,1,Fiend,Dark,250,350,84133008,15,0,0,0,0,0,0,0,0,1,0,0,0,0,402,428,605,609,589,312,59
403,Leogun,"Huge monster
with a lion's mane
similar to the
""King of Beasts"".",Uranus,Mercury,5,Beast,Earth,1750,1550,10538007,290,0,0,0,0,0,0,0,0,0,0,0,0,1,403,362,161,126,149,224,29
404,Tatsunootoshigo,"A fast-moving sea
monster that has the
bodies of a horse
and a fish.",Neptune,Mercury,5,Beast,Earth,1350,1600,47922711,180,0,1,0,0,0,0,0,0,0,0,0,0,0,404,608,197,237,144,242,33
405,Saber Slasher,"A rampaging machine
that wields
a massive sword.",Moon,Saturn,5,Machine,Dark,1450,1500,73911410,180,0,0,0,0,0,0,0,0,0,0,0,0,0,405,536,222,209,174,487,36
406,Yaiba Robo,"A machine
with several blades
hidden within
its square body.",Moon,Uranus,4,Machine,Dark,1000,1300,10315429,80,0,0,0,0,0,0,0,0,0,0,0,0,0,406,708,325,367,250,491,40
407,Machine King,"Armored with super
alloy, this robot
attacks with blasts
of fire launched
from both arms.",Mars,Sun,6,Machine,Earth,2200,2000,46700124,800,0,0,0,0,0,0,0,0,0,0,1,0,0,407,376,51,44,55,475,19
408,Giant Mech-soldier,"This monster swings
an earth-shaking axe
that can eliminate
enemies with
a single blow.",Moon,Neptune,6,Machine,Earth,1750,1900,72299832,400,0,0,0,0,0,0,0,0,0,0,0,0,0,408,238,108,124,78,464,26
409,Metal Dragon,"A golden,
fire-breathing
dragon that burns
any opponent
in its path.",Mars,Moon,6,Machine,Wind,1850,1700,9293977,350,0,0,0,1,0,0,0,0,0,0,1,0,0,409,411,123,92,121,481,27
410,Mechanical Spider,"A spider-shaped,
mechanized monster
with sickles at
the end of its legs.",Jupiter,Mercury,2,Machine,Earth,400,500,45688586,20,0,0,0,0,0,0,0,0,0,0,0,0,0,410,402,584,582,566,478,56
411,Bat,"A mechanized bat
that attacks
by dropping
explosion orbs.",Moon,Mercury,1,Machine,Wind,300,350,72076281,15,0,0,0,0,0,0,0,0,0,0,0,0,0,411,46,601,599,587,450,59
412,Giga-tech Wolf,"A wolf made entirely
of iron. Its steel
jaws can bite
through anything.",Jupiter,Uranus,4,Machine,Earth,1200,1400,8471389,120,0,0,0,0,0,0,0,0,0,0,0,0,0,412,244,274,290,211,466,38
413,Cyber Soldier,"Round-shaped
soldiers that roll
around and act as
guardians to the
Machine King.",Moon,Mars,5,Machine,Dark,1500,1700,44865098,260,0,0,0,0,0,0,0,0,0,0,0,0,0,413,121,167,186,125,457,30
414,Shovel Crusher,"Armed with
a pair of shovels,
this creature is
a walking engine
of destruction.",Uranus,Neptune,3,Machine,Earth,900,1200,71950093,60,0,0,0,0,0,0,0,0,0,0,0,0,0,414,553,373,407,300,488,42
415,Mechanicalchacer,"A hunter that
relentlessly pursues
its target by order
of the Machine King.",Moon,Jupiter,4,Machine,Dark,1850,800,7359741,120,0,0,0,0,0,0,0,0,0,0,0,0,0,415,403,127,96,425,479,27
416,Blocker,"Each separate part
of this creature is
an individual weapon
capable of
devastating attacks.",Moon,Saturn,4,Machine,Dark,850,1800,34743446,120,0,0,0,0,0,0,0,0,0,0,0,0,0,416,71,157,436,110,452,28
417,Blast Juggler,"A walking time
device that loves
to blow enemies
away.",Mars,Venus,3,Machine,Fire,800,900,70138455,40,0,0,0,0,0,0,0,0,0,0,1,0,0,417,70,461,461,409,451,48
418,Golgoil,"A massive iron golem
that appears from
a dimensional rift.",Venus,Neptune,4,Machine,Earth,900,1600,7526150,100,0,0,0,0,0,0,0,0,0,0,0,0,0,418,251,210,403,146,467,33
419,Giganto,"This creature swings
around a huge spiked
ball to destroy its
enemies.",Moon,Uranus,5,Machine,Dark,1700,1800,33621868,350,0,0,0,0,0,0,0,0,0,0,0,0,0,419,243,129,131,99,465,28
420,Cyber-Stein,"Created in a
basement lab, this
infernal machine
launches rockets
from within its
mouth.",Moon,Neptune,2,Machine,Dark,700,500,69015963,25,0,0,0,0,0,0,0,0,0,0,0,0,0,420,123,550,516,550,459,52
421,Cyber Commander,"A strike force
equipped with
rader detectors
and sensors.",Moon,Mercury,2,Machine,Dark,750,700,6400512,30,0,0,0,0,0,0,0,0,0,0,0,0,0,421,118,526,485,496,455,51
422,Jinzo #7,"Created in an
underground lab,
this artificial
being occasionally
goes berserk.",Moon,Mars,2,Machine,Dark,500,400,32809211,20,0,0,0,0,0,0,0,0,0,0,0,0,0,422,312,581,570,577,471,56
423,Dice Armadillo,"An armadillo-like
creature that forms
a die whenever it
rolls up its body.",Jupiter,Pluto,5,Machine,Earth,1650,1800,69893315,320,0,0,0,0,0,0,0,0,0,0,0,0,0,423,149,130,142,100,461,28
424,Sky Dragon,"A bird-like dragon
with four bladed
wings.",Saturn,Uranus,6,Dragon,Wind,1900,1800,95288024,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,424,565,107,82,98,25,26
425,Thunder Dragon,"A dragon that
summons thunder and
lightning to attack
its opponents.",Pluto,Jupiter,5,Thunder,Light,1600,1500,31786629,230,0,0,0,1,0,0,0,0,0,0,0,0,0,425,631,191,156,173,503,33
426,Stone D.,"With a body
consisting entirely
of rocks, 
this dragon
flings boulders
at its enemies.",Uranus,Mars,7,Rock,Earth,2000,2300,68171737,900,0,0,0,1,0,0,0,0,0,0,0,0,0,426,587,46,62,28,595,17
427,Kaiser Dragon,"A very proud and
powerful dragon
emperor.",Sun,Jupiter,7,Dragon,Light,2300,2000,94566432,900,0,0,0,1,0,0,0,0,0,0,0,0,0,427,319,45,37,53,13,17
428,Magician of Faith,"Despite its weak
strength, this
creature is capable
of casting spells
to eliminate
darkness.",Sun,Saturn,1,Spellcaster,Light,300,400,31560081,999999,0,0,0,0,0,0,1,0,0,1,0,0,0,428,381,597,597,585,63,58
429,Goddess of Whim,"A shy goddess that
seems to spend the
majority of her
time sleeping.",Sun,Uranus,3,Fairy,Light,950,700,67959180,999999,0,0,0,0,0,0,1,0,0,0,0,0,0,429,248,457,400,483,344,47
430,Water Magician,"This creature
surrounds opponents
with water and
envelops them in a
sweeping attack.",Neptune,Mercury,4,Aqua,Water,1400,1000,93343894,120,0,1,0,0,0,0,1,0,0,0,0,0,0,430,677,287,230,333,560,38
431,Ice Water,"A very aggressive
mermaid with spikes
for attacking
enemies.",Neptune,Moon,3,Aqua,Water,1150,900,20848593,55,0,1,0,0,0,0,1,0,0,0,0,0,0,431,300,392,331,396,532,43
432,Waterdragon Fairy,"A fairy that
wanders the seas.
Rumored to have
the capabilities
for summoning sea
dragons.",Neptune,Venus,3,Aqua,Water,1100,700,66836598,45,0,1,0,0,0,0,1,0,0,0,0,0,0,432,679,415,357,479,562,44
433,Ancient Elf,"This elf is rumored
to have lived for
thousands of years.
He leads an army of
spirits against his
enemies.",Sun,Pluto,4,Spellcaster,Light,1450,1200,93221206,120,0,0,0,0,1,0,1,0,0,0,0,0,0,433,15,256,210,279,34,37
434,Beautiful Beast Trainer,"A rare female
magic-user armed
with a vicious whip.",Jupiter,Neptune,5,Warrior,Earth,1750,1500,29616941,260,0,0,0,0,0,0,1,0,0,0,0,0,0,434,56,162,127,167,125,29
435,Water Girl,"A beautiful creature
that flings icy
arrows.",Neptune,Venus,4,Aqua,Water,1250,1000,55014050,70,0,1,0,0,0,0,1,0,0,0,0,0,0,435,676,340,275,342,559,41
436,White Dolphin,"A white, horned
dolphin that attacks
by calling up
tidal waves.",Neptune,Jupiter,2,Fish,Water,500,400,92409659,20,0,0,0,0,0,0,0,0,0,0,0,0,0,436,684,588,575,582,442,56
437,Deepsea Shark,"A violent shark that
attacks anything
in the sea.",Neptune,Mars,5,Fish,Water,1900,1600,28593363,350,0,0,0,0,0,0,0,0,0,0,0,0,0,437,145,117,87,135,431,26
438,Metal Fish,"A steel fish
armed with a sharp
dorsal fin.",Neptune,Saturn,5,Machine,Water,1600,1900,55998462,350,0,1,0,0,0,0,0,0,0,0,0,0,0,438,412,118,150,83,482,26
439,Bottom Dweller,"A beautiful swimmer
with a very nasty
temperament.",Neptune,Sun,5,Fish,Water,1650,1700,81386177,290,0,1,0,0,0,0,0,0,0,0,0,0,0,439,81,164,143,123,429,30
440,7 Colored Fish,"A rare rainbow fish
that is almost
impossible to catch.",Neptune,Sun,4,Fish,Water,1800,800,23771716,120,0,1,0,0,0,0,0,0,0,0,0,0,0,440,2,158,120,426,427,28
441,Mech Bass,"This creature
carries a plasma
cannon on its back.",Neptune,Venus,5,Machine,Water,1800,1500,50176820,290,0,1,0,0,0,0,0,0,0,0,0,0,0,441,398,142,110,162,476,28
442,Aqua Dragon,"A dragon that dwells
in the sea. It is
capable of spitting
high-pressure blasts
of water.",Neptune,Moon,6,Sea Serpent,Water,2250,1900,86164529,700,0,0,0,1,0,0,0,0,0,0,0,0,0,442,25,48,39,75,444,18
443,Sea King Dragon,"The king of the seas,
this creature is
protected by a solid
shell and spits
poisonous bubbles at
its enemies.",Neptune,Mercury,6,Sea Serpent,Water,2000,1700,23659124,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,443,543,87,71,116,446,23
444,Turu-Purun,"A strange, one-eyed
monster armed with
a dangerous spear.",Neptune,Jupiter,2,Aqua,Water,450,500,59053232,20,0,1,0,0,0,0,0,0,0,0,0,0,0,444,651,580,579,565,554,56
445,Guardian of the Sea,"A merman warrior
that attacks anyone
who dares to
pollute the sea.",Neptune,Mars,4,Aqua,Water,1300,1000,85448931,80,0,1,0,0,0,0,0,0,0,0,0,0,0,445,266,322,265,338,528,40
446,Aqua Snake,"A creature that
drowns its opponents
by mesmerizing them
with the ball on
the end of its tail.",Neptune,Saturn,3,Aqua,Water,1050,900,12436646,50,0,1,0,0,0,0,0,0,0,0,0,0,0,446,27,419,361,402,510,45
447,Giant Red Seasnake,"A sea serpent
that bites anything
that passes nearby.",Neptune,Sun,4,Aqua,Water,1800,800,58831685,120,0,1,0,0,0,0,0,0,0,0,0,0,0,447,239,159,121,427,525,28
448,Spike Seadra,"Using the spikes
sprouting from its
body, this creature
stabs its opponents
and floods them
with electricity.",Pluto,Mercury,5,Sea Serpent,Water,1600,1300,85326399,180,0,0,0,1,0,0,0,0,0,0,0,0,0,448,575,201,163,233,447,33
449,"30,000-Year White Turtle","A massive and
well-protected
giant turtle
that has lived
over 30000 years.",Neptune,Moon,5,Aqua,Water,1250,2100,11714098,290,0,1,0,0,0,0,0,0,0,0,0,1,0,449,1,73,272,46,506,21
450,Kappa Avenger,"An amphibian sworn
to avenge the death
of its brothers.",Neptune,Venus,3,Aqua,Water,1200,900,48109103,60,0,1,0,0,0,0,0,0,0,0,0,0,0,450,326,372,315,389,535,42
451,Kanikabuto,"A crab monster with
two massive scissors
for cutting up
enemies.",Neptune,Saturn,3,Aqua,Water,650,900,84103702,30,0,1,0,0,0,0,0,0,0,0,0,0,0,451,325,486,521,419,534,48
452,Zarigun,"A newly evolved
crayfish with sharp
scissors for
clipping the enemy.",Neptune,Mercury,2,Aqua,Water,600,700,10598400,30,0,1,0,0,0,0,0,0,0,0,0,0,0,452,717,548,541,504,566,52
453,Millennium Golem,"A golem
that has protected
treasure for nearly
a millennium.",Uranus,Jupiter,6,Rock,Earth,2000,2200,47986555,800,0,0,0,0,0,0,0,0,0,0,0,0,0,453,420,52,63,32,584,19
454,Destroyer Golem,"A golem with a
massive right hand
for crushing its
victims.",Uranus,Sun,4,Rock,Earth,1500,1000,73481154,100,0,0,0,0,0,0,0,0,0,0,0,0,0,454,146,243,201,327,579,36
455,Barrel Rock,"A monster that
charges into enemies
firing a pair of
cannons mounted on
its shoulders.",Uranus,Moon,4,Rock,Earth,1000,1300,10476868,80,0,0,0,0,0,0,0,0,0,0,0,0,0,455,44,319,366,249,578,40
456,Minomushi Warrior,"A rock warrior
that wields
a very heavy sword
carved from stone.",Uranus,Venus,4,Rock,Earth,1300,1200,46864967,100,0,0,0,0,0,0,0,0,0,0,0,0,0,456,424,306,257,288,585,40
457,Stone Ghost,"A creature that
erupts with anger,
resulting in a
crushing rain of
boulders.",Uranus,Mercury,4,Rock,Earth,1200,1000,72269672,70,0,0,0,0,0,0,0,0,0,0,0,0,0,457,588,363,308,352,596,42
458,Kaminari Attack,"A monster that
judges wrong-doers
and punishes them
appropriately.",Pluto,Venus,5,Thunder,Wind,1900,1400,9653271,290,0,0,0,0,0,0,0,0,0,0,0,0,0,458,321,121,90,189,496,26
459,Tripwire Beast,"This creature
attacks enemies
with electromagnetic
waves.",Pluto,Saturn,4,Thunder,Earth,1200,1300,45042329,100,0,0,0,0,0,0,0,0,0,0,0,0,0,459,646,310,297,245,504,40
460,Bolt Escargot,"This creature spits
a gooey substance
that robs enemies of
mobility and then
stuns them with
electric shocks.",Pluto,Jupiter,5,Thunder,Water,1400,1500,12146024,180,0,0,0,0,0,0,0,0,0,0,0,0,0,460,76,223,217,175,492,36
461,Bolt Penguin,"A monster
with a pair of
electric whips
instead of arms.",Pluto,Moon,3,Thunder,Water,1100,800,48531733,50,0,0,0,0,0,0,0,0,0,0,0,0,0,461,77,407,350,442,493,44
462,The Immortal of Thunder,"A creature that
attacks enemies
with thunderbolts.",Pluto,Sun,4,Thunder,Light,1500,1300,84926738,160,0,0,0,0,0,0,0,0,0,0,0,0,0,462,619,225,189,236,502,36
463,Electric Snake,"A serpent with a
tail for storing
electricity.",Pluto,Mars,3,Thunder,Light,800,900,11324436,40,0,0,0,0,0,0,0,0,0,0,0,0,0,463,175,466,464,412,495,48
464,Wing Eagle,"A hunter of the
skies that has never
missed a target.",Saturn,Mercury,5,Winged Beast,Wind,1800,1500,47319141,290,0,0,0,0,0,1,0,0,0,0,0,0,0,464,690,148,114,166,269,28
465,Punished Eagle,"A judge of the skies
that delivers
a sentence with
its punishing
silver-white claws.",Saturn,Pluto,6,Winged Beast,Wind,2100,1800,74703140,550,0,0,0,0,0,1,0,0,0,0,0,0,0,465,502,67,53,94,262,21
466,Skull Red Bird,"This monster
swoops down
and attacks with
a rain of knives
stored in its wings.",Saturn,Sun,4,Winged Beast,Wind,1550,1200,10202894,140,0,0,0,0,0,1,0,0,0,0,0,0,0,466,561,219,180,269,264,34
467,Crimson Sunbird,"A monster burning
with crimson flames
and capable of
delivering a rain of
sparks by flapping
its wings.",Mars,Mercury,6,Winged Beast,Fire,2300,1800,46696593,700,0,0,0,0,0,0,0,0,0,0,0,0,0,467,110,47,38,87,249,17
468,Queen Bird,"A creature that
attacks its enemies
with its large beak.",Saturn,Moon,5,Winged Beast,Wind,1200,2000,73081602,260,0,0,0,0,0,1,0,0,0,0,0,0,0,468,504,95,282,65,263,23
469,Armed Ninja,"A blue ninja
that attacks
with a large sickle
and spiked feet.",Neptune,Mars,1,Warrior,Earth,300,300,9076207,15,0,1,0,0,0,0,0,0,0,0,0,0,0,469,31,606,601,599,122,60
470,Magical Ghost,"This creature casts
a spell of terror
and confusion just
before attacking
its enemies.",Moon,Pluto,4,Zombie,Dark,1300,1400,46474915,140,0,0,0,0,0,0,0,0,0,0,0,0,0,470,378,267,253,207,104,38
471,Soul Hunter,"This clown feeds
the life force of
its enemies to
a monstrous lizard.",Moon,Jupiter,6,Fiend,Dark,2200,1800,72869010,800,0,0,0,0,0,0,0,0,0,0,0,0,0,471,571,55,46,90,323,19
472,Air Eater,"A monster that
suffocates its
enemy by feeding
on the surrounding
air supply.",Moon,Saturn,6,Fiend,Wind,2100,1600,8353769,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,472,6,71,57,133,271,21
473,Vermillion Sparrow,"A fiery warrior
creature that
unleashes intense
heat from its body.",Mars,Venus,5,Pyro,Fire,1900,1500,35752363,320,0,0,0,0,0,0,0,0,0,0,1,0,0,473,664,120,89,156,575,26
474,Sea Kamen,"A cruel monster that
slices up enemies
with its sharp claws.",Neptune,Sun,4,Aqua,Water,1100,1300,71746462,120,0,1,0,0,0,0,0,0,0,0,0,0,0,474,542,315,336,247,545,40
475,Sinister Serpent,"A flying poison
snake that is
not very good
at maneuvering
on the ground.",Neptune,Jupiter,1,Reptile,Water,300,250,8131171,10,0,1,0,0,0,0,0,0,0,0,0,0,0,475,556,610,604,608,424,60
476,Ganigumo,"A spider armed with
scissors to attack
anything that
it traps in its web.",Jupiter,Sun,2,Insect,Earth,600,800,34536276,30,0,0,0,0,0,0,0,0,0,0,0,0,0,476,225,510,534,464,375,50
477,Alinsection,"A stag beetle
monster with
saw-toothed horn
and arms.",Jupiter,Moon,3,Insect,Earth,950,700,70924884,35,0,0,0,0,0,0,0,0,0,0,0,0,0,477,10,456,399,482,367,47
478,Insect Soldiers of the Sky,"Insect soldiers that
attack in swarms.",Saturn,Neptune,3,Insect,Wind,1000,800,7019529,45,0,0,0,0,0,0,0,0,0,0,0,0,0,478,304,437,386,449,382,46
479,Cockroach Knight,"A cockroach warrior
that hides in small
spaces and emerges
to attack enemies.",Jupiter,Venus,3,Insect,Earth,800,900,33413638,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,479,98,462,462,410,371,48
480,Kuwagata a,"A violent stag
beetle with a 
razor-like cutter.",Jupiter,Mercury,4,Insect,Earth,1250,1000,60802233,70,0,0,0,0,0,0,0,0,0,0,0,0,0,480,343,339,274,341,390,41
481,Burglar,"A clever mouse
with a sharpened
left claw.",Jupiter,Uranus,3,Beast,Earth,850,800,6297941,35,0,0,0,0,0,0,0,0,0,0,0,0,1,481,87,498,439,458,210,49
482,Pragtical,"A very dangerous
monster with spikes
on its head and tail.",Uranus,Neptune,5,Dinosaur,Earth,1900,1500,33691040,320,0,0,0,0,0,0,0,0,0,0,0,0,0,482,494,119,88,155,408,26
483,Garvas,"A malevolent
creature that
resembles a
winged lion.",Jupiter,Pluto,6,Beast,Earth,2000,1700,69780745,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,483,229,85,69,114,218,23
484,Ameba,"A monster
that envelops
an enemy and
slowly digests it.",Neptune,Moon,1,Aqua,Water,300,350,95174353,15,0,1,0,0,0,0,0,0,0,0,0,0,0,484,12,600,598,586,508,59
485,Korogashi,"This creature rolls
massive objects
to crush its enemies.",Jupiter,Neptune,2,Insect,Earth,550,400,32569498,20,0,0,0,0,0,0,0,0,0,0,0,0,0,485,336,575,554,575,388,55
486,Boo Koo,"A book wizard
with page after page
of potent spells.",Sun,Jupiter,2,Spellcaster,Dark,650,500,68963107,25,0,0,0,0,0,0,0,0,0,1,0,0,0,486,79,558,523,554,38,53
487,Flower Wolf,"A beast
covered in flowers
from head to toe.",Jupiter,Sun,5,Beast,Earth,1800,1400,95952802,260,0,0,0,0,0,0,0,0,0,0,0,0,1,487,212,150,116,191,215,28
488,Rainbow Flower,"A flower creature
with rainbow-colored
blossoms that lure
an enemy into its
waiting jaws.",Jupiter,Moon,2,Plant,Earth,400,500,21347810,20,0,0,0,0,0,0,0,0,0,0,0,0,0,488,509,585,583,567,616,56
489,Barrel Lily,"A dangerous flower
that fires pollen
projectiles.",Jupiter,Venus,3,Plant,Earth,1100,600,67841515,40,0,0,0,0,0,0,0,0,0,0,0,0,0,489,43,416,358,510,603,44
490,Needle Ball,"A ball covered in
sharp needles.
Usually rains down
on enemies in a
group.",Moon,Uranus,2,Fiend,Dark,750,700,94230224,30,0,0,0,0,0,0,0,0,1,0,0,0,0,490,458,527,486,497,317,51
491,Peacock,"A beautiful peacock-
like creature that
fires its feathers
at opponents.",Jupiter,Mercury,5,Winged Beast,Wind,1700,1500,20624263,260,0,0,0,0,0,1,0,0,0,0,0,0,0,491,481,168,133,169,261,30
